id,student_name,house,potions,herbology,darkarts,flying
1291,Wizard420,Hufflepuff,79,58,79,57
1292,Wizard3862,Hufflepuff,72,42,51,49
1293,Leta Diggory,Ravenclaw,88,92,97,90
1294,Wizard883,Ravenclaw,93,93,99,89
1295,Wizard2767,Ravenclaw,88,90,86,87
1296,Wizard1229,Ravenclaw,94,85,86,86
1297,Wizard332,Ravenclaw,87,87,90,86
1298,Wizard3267,Ravenclaw,93,99,91,96
1299,Wizard859,Hufflepuff,75,72,65,80
1300,Wizard999,Gryffindor,70,57,58,58
1301,Wizard1829,Ravenclaw,99,97,86,94
1302,Wizard3634,Slytherin,84,91,76,70
1303,Wizard1436,Gryffindor,69,59,85,77
1304,Bellatrix Pucey,Slytherin,94,79,79,75
1305,Rubeus Parkinson,Slytherin,86,86,72,84
1306,Wizard3602,Hufflepuff,80,77,73,49
1307,Wizard3344,Gryffindor,73,75,90,68
1308,Wizard3825,Ravenclaw,92,93,86,88
1309,Godric McGonagall,Slytherin,82,73,71,84
1310,Wizard3105,Slytherin,82,91,90,82
1311,Wizard4070,Gryffindor,82,56,73,77
1312,Wizard2483,Hufflepuff,53,45,73,40
1313,Wizard851,Ravenclaw,93,87,88,99
1314,Dilys Zabini,Hufflepuff,68,40,75,70
1315,Wizard1476,Hufflepuff,43,47,74,50
1316,Helga Hooch,Gryffindor,67,62,67,55
1317,Wizard2080,Gryffindor,71,61,65,75
1318,Wizard3716,Gryffindor,76,84,85,64
1319,Wizard3283,Ravenclaw,86,97,95,90
1320,Wizard194,Gryffindor,82,85,86,66
1321,Wizard1196,Slytherin,92,92,81,88
1322,Horace Carrow,Gryffindor,75,64,68,51
1323,Wizard1315,Hufflepuff,80,81,76,44
1324,Wizard3624,Slytherin,80,85,85,90
1325,Bathilda Selwyn,Gryffindor,63,75,66,76
1326,Wizard3395,Ravenclaw,93,96,86,88
1327,Wizard1871,Gryffindor,52,74,50,69
1328,Wizard2719,Hufflepuff,60,40,51,77
1329,Wizard1143,Ravenclaw,90,91,91,87
1330,Wizard3317,Ravenclaw,89,93,93,100
1331,Wizard2211,Gryffindor,61,76,79,90
1332,Wizard3959,Gryffindor,77,78,69,76
1333,Wizard866,Gryffindor,78,54,73,75
1334,Wizard1409,Ravenclaw,100,100,95,98
1335,Wizard2906,Ravenclaw,88,88,93,99
1336,Wizard1456,Ravenclaw,98,90,95,96
1337,Wizard1573,Ravenclaw,95,94,89,95
1338,Wizard93,Ravenclaw,98,91,93,89
1339,Arthur Crabbe,Gryffindor,60,69,68,69
1340,Wizard3836,Gryffindor,83,69,50,53
1341,Wizard303,Slytherin,74,75,75,77
1342,Wizard2393,Gryffindor,59,75,52,78
1343,Wizard2427,Gryffindor,55,81,89,81
1344,Wizard2560,Slytherin,76,95,78,79
1345,Wizard1806,Slytherin,95,93,86,88
1346,Wizard1293,Slytherin,89,74,79,94
1347,Wizard3664,Hufflepuff,72,65,76,67
1348,Salazar Slughorn,Gryffindor,76,59,77,73
1349,Wizard4076,Ravenclaw,92,92,89,89
1350,Theseus Hagrid,Hufflepuff,73,68,50,83
1351,Wizard3499,Slytherin,81,82,89,81
1352,Wizard2250,Gryffindor,55,74,86,57
1353,Wizard1676,Ravenclaw,99,90,98,90
1354,Kingsley Goyle,Hufflepuff,62,50,52,68
1355,Wizard2622,Hufflepuff,61,66,58,60
1356,Wizard2508,Gryffindor,74,73,55,54
1357,Horace Lestrange,Gryffindor,64,65,60,58
1358,Sirius Flitwick,Slytherin,92,74,94,84
1359,Wizard1227,Ravenclaw,88,88,95,93
1360,Wizard2919,Hufflepuff,78,67,71,48
1361,Wizard4074,Slytherin,95,77,89,89
1362,Wizard218,Slytherin,73,74,92,95
1363,Wizard1397,Slytherin,79,91,82,83
1364,Wizard3302,Ravenclaw,98,94,91,90
1365,Wizard2122,Slytherin,90,95,78,84
1366,Wizard1473,Gryffindor,61,54,54,89
1367,Wizard614,Ravenclaw,87,97,85,89
1368,Wizard823,Slytherin,81,73,81,91
1369,Wizard78,Slytherin,79,80,84,71
1370,Wizard3024,Gryffindor,88,81,60,68
1371,Wizard527,Slytherin,80,75,77,89
1372,Wizard2841,Slytherin,91,93,87,93
1373,Wizard1576,Slytherin,85,71,74,87
1374,Wizard101,Ravenclaw,94,100,94,100
1375,Wizard3793,Gryffindor,82,56,55,62
1376,Wizard37,Ravenclaw,97,95,89,97
1377,Wizard3611,Slytherin,77,81,94,71
1378,Lucius Lovegood,Ravenclaw,89,86,96,87
1379,Wizard206,Hufflepuff,78,72,73,57
1380,Wizard734,Ravenclaw,94,96,97,88
1381,Wizard727,Gryffindor,80,81,65,90
1382,Wizard1866,Gryffindor,90,70,51,80
1383,Wizard3341,Hufflepuff,49,64,54,60
1384,Wizard2592,Ravenclaw,88,100,98,97
1385,Wizard2131,Gryffindor,87,62,51,79
1386,Hepzibah Tonks,Hufflepuff,77,58,59,66
1387,Wizard1825,Hufflepuff,68,74,82,50
1388,Leta Grindelwald,Slytherin,71,76,78,77
1389,Wizard519,Gryffindor,55,85,65,88
1390,Minerva Snape,Slytherin,81,87,88,88
1391,Wizard1981,Gryffindor,60,52,70,80
1392,Wizard558,Ravenclaw,98,100,90,88
1393,Wizard3139,Hufflepuff,75,40,63,45
1394,Wizard2874,Slytherin,87,78,75,87
1395,Wizard3894,Hufflepuff,55,73,84,69
1396,Bridget Crouch,Hufflepuff,64,58,48,78
1397,Wizard4003,Hufflepuff,53,72,71,71
1398,Wizard217,Gryffindor,67,89,59,53
1399,Wizard2235,Ravenclaw,88,92,93,89
1400,Wizard300,Hufflepuff,73,81,60,85
1401,Wizard2219,Ravenclaw,95,92,91,99
1402,Wizard1734,Ravenclaw,87,97,100,97
1403,Wizard3196,Ravenclaw,85,96,86,95
1404,Dilys Black,Slytherin,90,74,91,82
1405,Wizard3453,Slytherin,95,94,91,80
1406,Wizard3881,Ravenclaw,92,100,100,91
1407,Wizard767,Gryffindor,56,50,53,77
1408,Wizard3457,Hufflepuff,78,65,58,53
1409,Wizard1990,Slytherin,76,86,90,75
1410,Wizard3951,Slytherin,91,85,92,91
1411,Wizard1089,Ravenclaw,96,91,87,98
1412,Bridget Greengrass,Gryffindor,50,77,81,87
1413,Wizard3219,Hufflepuff,73,51,74,82
1414,Wizard3980,Gryffindor,50,75,55,82
1415,Wizard3827,Gryffindor,68,65,54,56
1416,Wizard824,Ravenclaw,88,98,88,86
1417,Wizard3216,Gryffindor,70,77,51,61
1418,Wulfric Hooch,Ravenclaw,99,94,90,85
1419,Wizard1910,Hufflepuff,64,51,74,49
1420,Wizard2384,Ravenclaw,93,95,92,85
1421,Wizard3150,Ravenclaw,85,96,99,88
1422,Wizard376,Ravenclaw,93,86,92,91
1423,Wulfric Dumbledore,Ravenclaw,95,94,89,86
1424,Wizard478,Ravenclaw,99,91,100,92
1425,Wizard1941,Slytherin,81,77,94,94
1426,Wizard2397,Gryffindor,67,78,71,81
1427,Tom Hagrid,Slytherin,77,92,95,70
1428,Wizard2705,Ravenclaw,87,92,88,98
1429,Wizard517,Gryffindor,82,82,65,79
1430,Wizard3867,Gryffindor,73,76,79,51
1431,Wizard3409,Ravenclaw,85,91,88,95
1432,Wizard3795,Hufflepuff,69,58,72,73
1433,Wizard2562,Ravenclaw,98,93,98,89
1434,Wizard4082,Ravenclaw,96,87,99,89
1435,Wizard3035,Hufflepuff,85,65,43,75
1436,Wizard2431,Ravenclaw,86,85,99,90
1437,Wizard602,Ravenclaw,98,86,90,88
1438,Remus Black,Hufflepuff,77,41,55,72
1439,Wizard1323,Hufflepuff,80,63,79,72
1440,Wizard3923,Hufflepuff,84,53,82,43
1441,Wizard3251,Hufflepuff,48,80,81,57
1442,Tom Bones,Ravenclaw,86,94,95,89
1443,Godric Yaxley,Gryffindor,51,60,69,72
1444,Wizard599,Slytherin,93,91,89,86
1445,Wizard1582,Slytherin,77,73,76,92
1446,Wizard3044,Slytherin,76,85,85,73
1447,Wizard3370,Ravenclaw,92,87,90,98
1448,Wizard1028,Gryffindor,84,78,82,60
1449,Wizard3374,Ravenclaw,90,86,93,91
1450,Bridget Parkinson,Gryffindor,86,72,54,64
1451,Wizard419,Gryffindor,66,73,77,81
1452,Wizard524,Slytherin,77,93,89,95
1453,Wizard885,Hufflepuff,71,82,74,65
1454,Wizard2313,Ravenclaw,95,87,88,85
1455,Wizard3882,Slytherin,91,70,75,93
1456,Wizard3239,Ravenclaw,89,86,90,99
1457,Wizard3516,Slytherin,85,93,70,78
1458,Wizard1865,Ravenclaw,96,89,92,94
1459,Wizard277,Ravenclaw,98,86,100,85
1460,Wizard3915,Gryffindor,81,86,87,50
1461,Wizard1791,Slytherin,79,76,81,75
1462,Wizard1109,Hufflepuff,67,74,40,63
1463,Wizard639,Gryffindor,75,55,81,85
1464,Bellatrix Bones,Slytherin,72,89,83,75
1465,Rubeus Hooch,Gryffindor,51,66,88,64
1466,Wizard2796,Gryffindor,66,61,59,87
1467,Wizard2898,Hufflepuff,46,80,41,63
1468,Hepzibah Flitwick,Ravenclaw,98,94,86,99
1469,Wizard2152,Gryffindor,56,83,64,73
1470,Wizard2536,Hufflepuff,44,49,81,66
1471,Wizard1899,Gryffindor,58,55,84,83
1472,Wizard3760,Slytherin,90,86,93,76
1473,Wizard1437,Hufflepuff,47,49,70,74
1474,Wizard2814,Ravenclaw,86,98,99,92
1475,Wizard2989,Hufflepuff,51,78,47,60
1476,Wizard1251,Ravenclaw,92,98,86,86
1477,Wizard1349,Gryffindor,68,87,55,69
1478,Wizard1260,Hufflepuff,65,48,65,44
1479,Wizard1782,Slytherin,91,79,93,81
1480,Wizard607,Gryffindor,53,55,70,86
1481,Wizard1217,Slytherin,83,91,91,78
1482,Wizard369,Slytherin,93,75,82,94
1483,Wizard3277,Gryffindor,71,50,76,78
1484,Wizard2722,Ravenclaw,85,85,96,89
1485,Wizard2344,Slytherin,73,81,94,73
1486,Wizard3053,Slytherin,92,86,77,76
1487,Theseus Lovegood,Slytherin,84,87,89,94
1488,Wizard3178,Ravenclaw,85,99,100,94
1489,Wizard3928,Slytherin,95,80,93,93
1490,Wizard338,Gryffindor,56,87,68,85
1491,Wizard3703,Gryffindor,65,67,77,61
1492,Wizard1690,Slytherin,85,70,76,75
1493,Wizard424,Gryffindor,65,71,50,88
1494,Wizard1706,Slytherin,90,71,83,74
1495,Wizard258,Slytherin,79,85,95,80
1496,Rubeus Tonks,Gryffindor,88,89,75,72
1497,Wizard764,Ravenclaw,92,90,88,94
1498,Wizard1107,Hufflepuff,80,49,82,64
1499,Wizard1444,Hufflepuff,85,68,73,81
1500,Dilys Crabbe,Hufflepuff,55,48,61,49
1501,Wizard131,Ravenclaw,87,86,94,99
1502,Wizard3876,Gryffindor,57,80,61,66
1503,Wizard3323,Slytherin,80,88,95,90
1504,Wizard1341,Ravenclaw,87,91,97,99
1505,Wizard1510,Ravenclaw,91,90,100,99
1506,Wizard2727,Gryffindor,69,76,50,57
1507,Wizard2832,Ravenclaw,92,99,95,87
1508,Wizard3377,Slytherin,92,70,75,82
1509,Wizard1895,Slytherin,93,80,85,93
1510,Remus Malfoy,Gryffindor,53,63,62,81
1511,Salazar Yaxley,Ravenclaw,99,95,92,97
1512,Wizard1976,Ravenclaw,99,98,99,90
1513,Wizard4060,Gryffindor,62,75,64,78
1514,Wizard2149,Hufflepuff,84,58,51,71
1515,Percy Flitwick,Hufflepuff,65,74,57,44
1516,Wizard77,Gryffindor,67,87,74,86
1517,Wizard1997,Slytherin,90,94,87,88
1518,Wizard173,Hufflepuff,54,41,79,77
1519,Horace McGonagall,Slytherin,87,83,80,76
1520,Wizard1975,Ravenclaw,97,90,87,85
1521,Wizard171,Gryffindor,58,72,88,57
1522,Wizard3224,Slytherin,86,79,75,81
1523,Wizard2736,Gryffindor,84,81,72,73
1524,Wizard619,Gryffindor,88,54,64,89
1525,Wizard2925,Slytherin,75,73,73,90
1526,Wizard569,Slytherin,94,81,81,82
1527,Wizard2417,Ravenclaw,91,95,88,97
1528,Wizard4019,Ravenclaw,85,86,90,90
1529,Wizard2452,Slytherin,80,80,81,78
1530,Wizard249,Gryffindor,84,80,88,51
1531,Hepzibah Grindelwald,Ravenclaw,90,85,99,96
1532,Wizard397,Gryffindor,90,69,65,62
1533,Wizard2181,Slytherin,87,84,73,95
1534,Wizard2247,Slytherin,93,79,77,80
1535,Wizard1394,Slytherin,92,91,74,73
1536,Wizard209,Ravenclaw,94,90,91,95
1537,Leta Weasley,Gryffindor,72,81,78,70
1538,Wizard3254,Ravenclaw,90,88,100,87
1539,Wizard3491,Gryffindor,76,55,69,65
1540,Wizard1482,Gryffindor,90,65,78,58
1541,Leta Pucey,Slytherin,78,93,93,74
1542,Wizard2645,Gryffindor,83,69,71,90
1543,Wizard1380,Hufflepuff,80,41,46,59
1544,Wizard736,Hufflepuff,57,55,56,80
1545,Wizard3468,Ravenclaw,92,98,99,86
1546,Wizard769,Hufflepuff,77,61,51,59
1547,Wizard3102,Slytherin,88,91,95,81
1548,Wizard2174,Slytherin,70,83,78,88
1549,Wizard3521,Ravenclaw,97,93,93,88
1550,Bellatrix Flitwick,Gryffindor,78,66,57,50
1551,Wizard531,Gryffindor,63,74,79,78
1552,Kingsley Lestrange,Gryffindor,85,58,61,71
1553,Wizard2648,Hufflepuff,60,56,56,65
1554,Wizard2880,Slytherin,81,84,75,77
1555,Wizard4032,Hufflepuff,48,78,44,47
1556,Wizard899,Gryffindor,75,66,51,77
1557,Wizard367,Hufflepuff,84,42,67,56
1558,Wizard1197,Slytherin,84,87,86,79
1559,Wizard799,Hufflepuff,58,75,61,44
1560,Wizard1751,Gryffindor,53,62,65,69
1561,Wizard2039,Gryffindor,65,81,78,61
1562,Wizard2361,Slytherin,87,75,90,89
1563,Wizard1862,Hufflepuff,78,85,65,66
1564,Wizard1338,Ravenclaw,94,99,88,87
1565,Tom Diggory,Hufflepuff,51,43,83,54
1566,Nymphadora Selwyn,Gryffindor,87,83,75,60
1567,Wizard1155,Ravenclaw,89,92,89,85
1568,Wizard3114,Gryffindor,78,59,84,74
1569,Wizard810,Ravenclaw,95,95,94,98
1570,Wizard865,Slytherin,81,82,90,80
1571,Wizard3198,Hufflepuff,70,59,50,47
1572,Wizard1165,Gryffindor,67,53,79,64
1573,Wizard1368,Slytherin,89,74,83,80
1574,Wizard3562,Gryffindor,88,82,80,82
1575,Wizard3392,Slytherin,72,70,87,91
1576,Wizard3241,Hufflepuff,70,64,47,82
1577,Wizard4089,Gryffindor,64,54,51,70
1578,Wizard270,Hufflepuff,77,54,84,49
1579,Wizard3626,Ravenclaw,98,91,93,88
1580,Wizard625,Gryffindor,59,61,50,74
1581,Wizard655,Ravenclaw,96,90,88,96
1582,Bathilda Bones,Ravenclaw,94,88,90,99
1583,Lucius Diggory,Slytherin,75,89,78,90
1584,Wizard2463,Gryffindor,82,51,70,81
1585,Wizard2797,Hufflepuff,52,44,70,50
1586,Wizard3360,Ravenclaw,86,92,88,86
1587,Wizard2454,Gryffindor,59,60,80,89
1588,Wizard4037,Ravenclaw,85,100,89,98
1589,Lucius McGonagall,Hufflepuff,41,50,61,70
1590,Wizard1723,Slytherin,81,70,74,82
1591,Gellert Weasley,Hufflepuff,53,64,75,63
1592,Wizard2495,Gryffindor,54,75,81,74
1593,Wizard1716,Slytherin,91,81,74,73
1594,Wizard1679,Gryffindor,64,88,51,59
1595,Wizard2486,Hufflepuff,75,44,77,40
1596,Wizard792,Ravenclaw,100,85,91,92
1597,Wizard3608,Ravenclaw,88,95,85,85
1598,Wizard1693,Ravenclaw,89,86,93,92
1599,Wizard2960,Ravenclaw,92,94,86,88
1600,Wizard1594,Hufflepuff,85,55,66,50
1601,Wizard3049,Ravenclaw,92,86,90,94
1602,Albus Zabini,Hufflepuff,45,82,61,45
1603,Wizard1404,Slytherin,83,82,94,84
1604,Wizard3505,Gryffindor,81,80,67,67
1605,Wizard801,Hufflepuff,72,57,62,63
1606,Lucius Bones,Gryffindor,80,51,77,68
1607,Wizard3766,Slytherin,82,76,77,77
1608,Wizard3824,Ravenclaw,93,91,90,88
1609,Wizard530,Gryffindor,59,78,52,60
1610,Wizard3005,Slytherin,85,89,93,91
1611,Wizard348,Slytherin,90,76,90,93
1612,Bellatrix Lestrange,Gryffindor,62,81,56,52
1613,Wizard74,Slytherin,93,79,72,86
1614,Wizard2218,Slytherin,78,79,91,84
1615,Leta Riddle,Slytherin,72,95,79,94
1616,Wizard2060,Slytherin,88,94,88,83
1617,Wizard467,Gryffindor,66,71,52,71
1618,Wizard1803,Gryffindor,60,79,66,82
1619,Wizard3092,Hufflepuff,78,65,43,78
1620,Molly Tonks,Hufflepuff,69,70,71,79
1621,Wizard4034,Gryffindor,51,57,83,83
1622,Wizard488,Ravenclaw,94,89,86,93
1623,Wizard115,Slytherin,94,81,83,76
1624,Wizard2689,Ravenclaw,88,92,89,90
1625,Wizard1486,Ravenclaw,90,98,94,90
1626,Wizard2339,Hufflepuff,45,59,47,48
1627,Wizard3826,Hufflepuff,52,74,76,58
1628,Wizard260,Slytherin,89,71,70,90
1629,Wizard3329,Hufflepuff,67,83,66,78
1630,Wizard1989,Gryffindor,72,68,54,63
1631,Wizard3619,Gryffindor,61,52,82,51
1632,Wizard1115,Slytherin,81,74,87,94
1633,Wizard3709,Slytherin,86,84,85,72
1634,Wizard2844,Slytherin,86,80,88,93
1635,Wizard1863,Gryffindor,79,76,82,70
1636,Wizard178,Ravenclaw,99,96,88,92
1637,Helga Yaxley,Ravenclaw,93,85,87,89
1638,Wizard2882,Slytherin,80,89,75,79
1639,Wizard594,Ravenclaw,93,95,99,93
1640,Wizard1739,Gryffindor,51,74,90,82
1641,Wizard3022,Ravenclaw,88,97,92,94
1642,Wizard665,Ravenclaw,93,85,91,96
1643,Wizard4073,Hufflepuff,82,74,54,71
1644,Wizard3040,Hufflepuff,70,48,75,50
1645,Wizard2147,Gryffindor,57,53,51,87
1646,Leta Parkinson,Ravenclaw,87,87,98,89
1647,Wizard1417,Hufflepuff,68,51,61,85
1648,Molly Weasley,Hufflepuff,58,63,66,85
1649,Wizard3484,Hufflepuff,66,80,73,75
1650,Wizard1685,Slytherin,89,76,77,95
1651,Rowena Shacklebolt,Hufflepuff,76,83,51,43
1652,Wizard3996,Slytherin,74,77,74,81
1653,Wizard3888,Slytherin,89,74,81,77
1654,Wizard900,Hufflepuff,67,62,77,67
1655,Wizard88,Ravenclaw,86,86,93,99
1656,Wizard2537,Gryffindor,70,80,72,66
1657,Hepzibah Slughorn,Slytherin,77,88,86,86
1658,Nymphadora Tonks,Gryffindor,59,68,87,63
1659,Wizard1762,Gryffindor,83,72,65,74
1660,Gellert McGonagall,Hufflepuff,74,75,62,66
1661,Arthur Selwyn,Ravenclaw,95,85,92,99
1662,Wizard18,Gryffindor,58,55,59,57
1663,Wizard708,Gryffindor,80,86,60,77
1664,Wizard1042,Ravenclaw,95,89,90,93
1665,Wizard571,Gryffindor,55,50,74,60
1666,Wizard1566,Gryffindor,63,57,83,59
1667,Wizard3028,Gryffindor,53,77,80,50
1668,Wizard3788,Ravenclaw,93,95,88,96
1669,Wizard514,Slytherin,76,92,72,80
1670,Salazar Peverell,Gryffindor,66,87,81,69
1671,Molly Peverell,Hufflepuff,56,71,67,63
1672,Wizard3076,Ravenclaw,89,96,92,92
1673,Wizard3966,Slytherin,73,88,90,83
1674,Wizard2766,Gryffindor,60,79,86,52
1675,Severus Dumbledore,Hufflepuff,57,80,79,74
1676,Wizard2839,Ravenclaw,97,86,99,94
1677,Wizard535,Slytherin,73,95,92,72
1678,Wizard3071,Slytherin,87,81,71,75
1679,Wizard1445,Slytherin,75,88,76,95
1680,Rowena Yaxley,Hufflepuff,44,77,77,57
1681,Dilys Riddle,Hufflepuff,41,56,51,83
1682,Wizard227,Ravenclaw,86,86,92,99
1683,Wizard3872,Gryffindor,74,60,54,81
1684,Wizard2450,Ravenclaw,85,88,94,93
1685,Wizard3268,Slytherin,92,95,93,76
1686,Wizard2069,Slytherin,80,85,95,87
1687,Wizard2482,Slytherin,83,87,77,73
1688,Wizard3101,Gryffindor,85,56,61,68
1689,Wizard114,Hufflepuff,40,71,55,84
1690,Wizard2975,Hufflepuff,68,52,40,75
1691,Wizard1503,Gryffindor,74,52,87,83
1692,Wizard1923,Slytherin,83,92,93,94
1693,Molly McGonagall,Ravenclaw,96,100,86,97
1694,Wizard1402,Gryffindor,65,86,82,70
1695,Wizard3007,Ravenclaw,97,99,90,88
1696,Wizard963,Hufflepuff,57,72,73,77
1697,Wizard3320,Gryffindor,62,65,52,66
1698,Wizard965,Hufflepuff,80,77,84,64
1699,Wizard498,Slytherin,70,94,87,90
1700,Wizard1999,Gryffindor,62,67,65,88
1701,Wizard97,Slytherin,79,79,76,77
1702,Wizard1729,Hufflepuff,44,42,51,45
1703,Wizard3768,Ravenclaw,91,97,93,99
1704,Wizard973,Ravenclaw,87,89,93,100
1705,Wizard671,Gryffindor,57,56,87,50
1706,Wizard2793,Gryffindor,90,76,83,60
1707,Wizard116,Slytherin,71,95,76,79
1708,Wizard3730,Gryffindor,87,66,83,81
1709,Wizard1268,Slytherin,91,85,85,70
1710,Wizard1451,Hufflepuff,63,76,75,76
1711,Bridget Riddle,Gryffindor,77,54,59,61
1712,Wizard2186,Ravenclaw,85,87,94,99
1713,Wizard26,Hufflepuff,85,81,44,55
1714,Wizard3444,Ravenclaw,97,100,99,94
1715,Wizard2032,Ravenclaw,98,87,92,97
1716,Wulfric Peverell,Slytherin,77,90,80,75
1717,Wizard760,Slytherin,86,82,71,76
1718,Wizard2193,Hufflepuff,41,42,45,57
1719,Wizard890,Ravenclaw,86,99,98,95
1720,Wizard2824,Ravenclaw,85,90,88,88
1721,Wizard2449,Gryffindor,63,57,80,86
1722,Wizard924,Hufflepuff,46,64,66,82
1723,Tom Shacklebolt,Ravenclaw,99,88,93,96
1724,Wizard1275,Slytherin,82,81,85,76
1725,Wizard928,Ravenclaw,86,87,92,85
1726,Wizard3446,Ravenclaw,90,97,95,88
1727,Wizard2807,Slytherin,77,81,70,90
1728,Wizard1239,Ravenclaw,85,99,100,92
1729,Nymphadora Parkinson,Hufflepuff,66,62,57,64
1730,Wizard2190,Ravenclaw,98,98,98,92
1731,Wizard2103,Hufflepuff,68,54,50,44
1732,Wizard786,Hufflepuff,56,55,47,70
1733,Wizard968,Ravenclaw,99,88,93,90
1734,Wizard3368,Gryffindor,63,65,82,62
1735,Wizard3312,Ravenclaw,85,100,88,96
1736,Wizard3933,Slytherin,81,84,95,74
1737,Salazar Lestrange,Ravenclaw,97,89,100,99
1738,Wizard3974,Hufflepuff,67,58,70,73
1739,Remus Hooch,Gryffindor,79,70,58,81
1740,Wizard149,Hufflepuff,59,74,71,53
1741,Wizard1355,Hufflepuff,83,69,48,57
1742,Wizard3418,Gryffindor,57,52,79,70
1743,Wizard85,Ravenclaw,94,95,91,95
1744,Wizard1926,Ravenclaw,87,98,87,92
1745,Wizard3846,Gryffindor,80,64,51,70
1746,Wizard584,Ravenclaw,86,90,86,93
1747,Wizard747,Gryffindor,52,64,53,80
1748,Wizard856,Ravenclaw,85,91,91,100
1749,Wizard3610,Ravenclaw,91,88,99,95
1750,Wizard489,Hufflepuff,79,82,76,50
1751,Wizard454,Ravenclaw,96,99,94,89
1752,Wizard2094,Hufflepuff,56,66,70,77
1753,Wizard644,Gryffindor,58,84,77,70
1754,Wizard1726,Ravenclaw,91,96,93,86
1755,Wizard3143,Slytherin,75,81,77,94
1756,Wizard1018,Slytherin,88,85,93,79
1757,Wizard472,Slytherin,82,75,89,72
1758,Wizard770,Hufflepuff,63,76,82,41
1759,Wizard566,Slytherin,95,88,84,70
1760,Wizard4028,Slytherin,83,85,85,75
1761,Wizard3467,Ravenclaw,92,91,88,98
1762,Wizard2748,Slytherin,73,73,92,88
1763,Wizard2755,Gryffindor,57,89,89,50
1764,Wizard953,Hufflepuff,78,72,60,66
1765,Wizard4084,Slytherin,94,93,83,91
1766,Wizard1415,Hufflepuff,71,50,72,43
1767,Wizard2162,Ravenclaw,90,92,87,85
1768,Wizard711,Ravenclaw,93,93,89,86
1769,Wizard67,Slytherin,93,86,72,94
1770,Wizard2230,Hufflepuff,64,81,72,85
1771,Wizard221,Ravenclaw,87,96,99,92
1772,Wizard2269,Ravenclaw,87,87,85,100
1773,Wulfric McGonagall,Slytherin,82,92,74,72
1774,Wizard231,Ravenclaw,96,85,91,96
1775,Wizard148,Gryffindor,58,68,58,61
1776,Wilhelmina Goyle,Slytherin,85,88,83,71
1777,Wizard2692,Ravenclaw,86,91,91,100
1778,Wizard1233,Ravenclaw,87,87,97,99
1779,Wizard3334,Slytherin,77,81,91,83
1780,Wizard1022,Slytherin,92,91,93,72
1781,Wizard1648,Ravenclaw,98,89,88,91
1782,Wizard3282,Hufflepuff,73,47,42,62
1783,Wizard2542,Ravenclaw,92,92,89,99
1784,Wizard3839,Gryffindor,77,62,68,77
1785,Wizard106,Ravenclaw,95,100,93,86
1786,Wizard2603,Ravenclaw,100,100,93,99
1787,Hepzibah Zabini,Slytherin,72,79,79,86
1788,Wizard220,Gryffindor,62,60,51,78
1789,Wizard2246,Slytherin,86,92,95,91
1790,Wizard3253,Ravenclaw,90,91,93,99
1791,Wizard2156,Gryffindor,51,53,79,54
1792,Wulfric Pucey,Ravenclaw,98,91,86,100
1793,Wizard1242,Slytherin,78,85,88,90
1794,Godric Crouch,Ravenclaw,91,94,85,98
1795,Wizard694,Gryffindor,58,60,90,71
1796,Wizard1330,Hufflepuff,75,71,64,45
1797,Wizard1068,Ravenclaw,91,91,96,88
1798,Wizard576,Gryffindor,69,68,83,51
1799,Wizard3977,Ravenclaw,91,93,92,98
1800,Severus Flitwick,Slytherin,82,74,77,72
1801,Filius Parkinson,Hufflepuff,53,64,80,84
1802,Wizard3164,Gryffindor,66,65,81,54
1803,Wizard2206,Ravenclaw,87,92,93,90
1804,Wizard2569,Gryffindor,79,76,59,71
1805,Wizard2046,Gryffindor,62,54,58,62
1806,Wizard1986,Hufflepuff,49,83,57,49
1807,Wizard3967,Hufflepuff,63,64,69,50
1808,Wizard145,Slytherin,86,91,83,78
1809,Percy McGonagall,Slytherin,91,71,78,82
1810,Wizard3233,Gryffindor,57,75,53,68
1811,Rubeus Lestrange,Slytherin,70,82,84,95
1812,Wizard4088,Gryffindor,61,66,81,77
1813,Wizard2100,Slytherin,84,79,70,90
1814,Wizard226,Slytherin,82,84,80,81
1815,Wizard2928,Ravenclaw,88,94,91,91
1816,Wizard1645,Slytherin,93,70,74,80
1817,Wizard2511,Ravenclaw,94,95,90,98
1818,Wizard3394,Ravenclaw,99,91,86,100
1819,Wizard2003,Ravenclaw,86,92,94,92
1820,Wizard2034,Hufflepuff,62,65,43,54
1821,Wizard1533,Slytherin,92,77,86,85
1822,Wizard98,Ravenclaw,91,89,94,85
1823,Wizard2609,Hufflepuff,52,54,74,42
1824,Molly Slughorn,Slytherin,77,83,89,93
1825,Wizard2577,Slytherin,95,71,78,86
1826,Wizard1546,Hufflepuff,56,59,69,68
1827,Wilhelmina Lupin,Ravenclaw,90,100,89,98
1828,Wizard3316,Ravenclaw,100,95,90,99
1829,Wizard656,Slytherin,74,83,82,83
1830,Wizard147,Gryffindor,87,58,56,63
1831,Wizard1883,Hufflepuff,72,43,41,82
1832,Wulfric Lupin,Hufflepuff,81,47,76,69
1833,Wizard3326,Slytherin,92,76,92,81
1834,Wizard4006,Slytherin,71,94,93,86
1835,Wizard2871,Hufflepuff,68,59,82,46
1836,Wizard44,Ravenclaw,94,90,86,86
1837,Wizard3061,Gryffindor,51,62,57,52
1838,Wizard3929,Ravenclaw,96,95,98,89
1839,Wizard2025,Ravenclaw,92,97,88,86
