id,student_name,house,potions,herbology,darkarts,flying
1201,Arthur Peverell,Gryffindor,73,50,55,67
1202,Wulfric Weasley,Slytherin,92,79,77,77
1203,Wizard4045,Ravenclaw,96,96,89,93
1204,Wizard1316,Hufflepuff,42,64,73,70
1205,Wizard3840,Hufflepuff,69,79,50,83
1206,Wizard1660,Ravenclaw,90,96,91,88
1207,Wizard2053,Hufflepuff,41,51,68,84
1208,Kingsley Dumbledore,Slytherin,93,73,84,75
1209,Wizard3471,Gryffindor,78,51,56,51
1210,Bellatrix Snape,Slytherin,80,88,72,88
1211,Gellert Lestrange,Ravenclaw,93,93,90,88
1212,Wizard1367,Ravenclaw,96,89,86,100
1213,Wizard1522,Ravenclaw,94,98,91,89
1214,Wizard526,Hufflepuff,65,48,62,59
1215,Wizard1772,Hufflepuff,83,53,44,83
1216,Wizard3967,Gryffindor,83,74,57,88
1217,Wizard3875,Ravenclaw,98,96,92,98
1218,Wizard2869,Ravenclaw,94,95,96,97
1219,Wizard2701,Slytherin,84,76,87,77
1220,Wizard21,Ravenclaw,95,91,93,97
1221,Wizard3308,Ravenclaw,93,85,92,99
1222,Wizard799,Gryffindor,65,74,63,85
1223,Rubeus Riddle,Gryffindor,88,52,60,56
1224,Wizard3422,Hufflepuff,47,55,55,57
1225,Wizard590,Ravenclaw,93,100,98,87
1226,Wizard2201,Ravenclaw,90,88,88,92
1227,Wizard581,Gryffindor,70,83,84,87
1228,Wizard1480,Hufflepuff,52,49,43,47
1229,Wizard696,Ravenclaw,98,96,98,95
1230,Theseus McGonagall,Slytherin,84,88,89,80
1231,Wizard814,Hufflepuff,55,68,75,71
1232,Wizard3794,Ravenclaw,100,87,88,93
1233,Wizard3992,Ravenclaw,97,91,88,95
1234,Wizard2676,Slytherin,90,78,83,70
1235,Wizard2719,Ravenclaw,94,87,86,85
1236,Wizard3477,Hufflepuff,40,80,42,47
1237,Wizard905,Gryffindor,73,50,85,68
1238,Wizard3550,Gryffindor,55,57,80,72
1239,Wulfric Dumbledore,Slytherin,76,77,94,71
1240,Theseus Black,Gryffindor,56,83,67,66
1241,Wizard238,Ravenclaw,97,96,92,90
1242,Wizard3081,Hufflepuff,52,74,72,67
1243,Wilhelmina Crabbe,Hufflepuff,63,58,54,67
1244,Wizard2207,Gryffindor,78,63,86,90
1245,Wizard819,Gryffindor,88,78,89,78
1246,Wizard3334,Slytherin,95,85,87,78
1247,Wizard1820,Slytherin,86,89,79,70
1248,Severus Black,Slytherin,76,75,88,95
1249,Wizard1473,Slytherin,90,78,87,89
1250,Wizard215,Ravenclaw,96,92,85,100
1251,Wizard3765,Ravenclaw,91,97,97,87
1252,Wizard3248,Hufflepuff,59,77,72,53
1253,Wizard3696,Hufflepuff,62,49,48,83
1254,Wizard959,Hufflepuff,69,56,51,56
1255,Wizard1463,Slytherin,72,86,95,85
1256,Molly Grindelwald,Slytherin,84,86,70,70
1257,Wizard2494,Gryffindor,50,67,51,80
1258,Rubeus Grindelwald,Hufflepuff,80,72,85,52
1259,Wizard1387,Gryffindor,67,90,79,57
1260,Wizard1040,Ravenclaw,87,85,88,92
1261,Wizard602,Slytherin,94,86,77,75
1262,Wizard60,Gryffindor,60,80,79,75
1263,Nymphadora Dumbledore,Ravenclaw,99,93,93,89
1264,Wizard3411,Hufflepuff,53,51,73,69
1265,Wizard1037,Ravenclaw,98,100,85,100
1266,Wizard2318,Slytherin,70,95,76,85
1267,Wizard2357,Slytherin,94,72,83,83
1268,Wizard754,Slytherin,91,71,81,78
1269,Bridget Peverell,Slytherin,85,71,90,77
1270,Wizard337,Ravenclaw,86,96,89,94
1271,Wizard2945,Hufflepuff,40,85,58,41
1272,Wizard1191,Slytherin,81,73,87,82
1273,Wizard3257,Ravenclaw,87,96,91,100
1274,Wizard547,Hufflepuff,79,65,74,67
1275,Wizard2775,Slytherin,78,76,75,87
1276,Wizard2794,Slytherin,76,89,76,72
1277,Wizard347,Hufflepuff,42,56,47,67
1278,Wizard433,Slytherin,88,78,82,72
1279,Wizard2065,Hufflepuff,77,47,56,51
1280,Wizard442,Gryffindor,66,89,64,54
1281,Wizard2220,Ravenclaw,94,90,87,96
1282,Wizard3148,Hufflepuff,77,43,69,77
1283,Wizard2954,Ravenclaw,93,87,99,86
1284,Wizard1260,Hufflepuff,43,53,72,58
1285,Remus Parkinson,Gryffindor,54,80,78,76
1286,Wizard2879,Ravenclaw,90,95,86,85
1287,Molly Black,Slytherin,83,84,88,86
1288,Wizard952,Slytherin,94,94,86,91
1289,Arthur Dumbledore,Gryffindor,70,65,89,50
1290,Wizard3297,Ravenclaw,93,90,85,96
1291,Wizard1411,Hufflepuff,79,58,79,57
1292,Wizard3322,Hufflepuff,72,42,51,49
1293,Molly Lestrange,Ravenclaw,88,92,97,90
1294,Wizard3908,Slytherin,77,91,81,76
1295,Wulfric Bones,Slytherin,91,91,91,92
1296,Wizard2811,Slytherin,75,89,94,74
1297,Wizard1553,Slytherin,81,84,72,87
1298,Wizard701,Ravenclaw,93,99,91,96
1299,Wizard3184,Slytherin,94,88,94,84
1300,Wizard4065,Gryffindor,70,57,58,58
1301,Wizard2549,Hufflepuff,55,42,63,73
1302,Wizard2916,Hufflepuff,60,74,70,82
1303,Wizard489,Ravenclaw,99,89,88,88
1304,Wizard742,Hufflepuff,72,74,56,58
1305,Wizard2727,Gryffindor,77,61,80,69
1306,Wizard1581,Hufflepuff,80,77,73,49
1307,Wizard3393,Ravenclaw,92,87,93,99
1308,Wizard3766,Gryffindor,52,60,72,54
1309,Wizard3791,Hufflepuff,42,79,44,41
1310,Wizard1439,Hufflepuff,82,52,40,49
1311,Wizard435,Gryffindor,82,56,73,77
1312,Wizard472,Ravenclaw,94,97,90,95
1313,Wizard599,Ravenclaw,93,87,88,99
1314,Wizard1521,Slytherin,79,77,73,90
1315,Arthur Goyle,Hufflepuff,43,47,74,50
1316,Wizard3181,Slytherin,88,80,95,90
1317,Albus Lovegood,Gryffindor,71,61,65,75
1318,Tom Grindelwald,Hufflepuff,41,48,43,59
1319,Wizard3458,Gryffindor,62,87,62,50
1320,Wizard579,Gryffindor,82,85,86,66
1321,Wizard2244,Ravenclaw,92,85,89,86
1322,Nymphadora Pucey,Ravenclaw,95,88,90,91
1323,Wizard3802,Gryffindor,62,83,69,85
1324,Wizard3102,Gryffindor,76,88,76,84
1325,Wizard2583,Gryffindor,63,75,66,76
1326,Wizard3004,Gryffindor,73,54,65,52
1327,Wizard3576,Slytherin,80,91,78,89
1328,Wizard1373,Ravenclaw,89,90,92,99
1329,Wizard2120,Ravenclaw,90,91,91,87
1330,Molly Greengrass,Ravenclaw,89,93,93,100
1331,Wizard1440,Gryffindor,61,76,79,90
1332,Wizard1306,Slytherin,93,74,93,87
1333,Lucius Lovegood,Gryffindor,78,54,73,75
1334,Wizard1511,Ravenclaw,100,100,95,98
1335,Wizard982,Ravenclaw,88,88,93,99
1336,Wizard1644,Slytherin,73,71,78,70
1337,Wizard2293,Ravenclaw,95,94,89,95
1338,Wizard1066,Hufflepuff,47,73,69,47
1339,Wizard2313,Slytherin,95,88,73,70
1340,Salazar Diggory,Hufflepuff,73,71,61,58
1341,Wizard2507,Ravenclaw,99,98,94,98
1342,Wizard2126,Slytherin,85,75,78,70
1343,Arthur McGonagall,Ravenclaw,91,92,95,86
1344,Percy Malfoy,Hufflepuff,79,82,70,52
1345,Arthur Yaxley,Ravenclaw,91,92,87,93
1346,Wizard3270,Hufflepuff,71,84,47,49
1347,Wizard770,Hufflepuff,72,65,76,67
1348,Wizard3456,Gryffindor,76,59,77,73
1349,Wizard3047,Ravenclaw,92,92,89,89
1350,Wizard745,Gryffindor,55,73,58,64
1351,Wizard1229,Gryffindor,50,87,71,89
1352,Wizard3113,Gryffindor,55,74,86,57
1353,Wilhelmina Yaxley,Slytherin,78,84,73,92
1354,Wizard2506,Gryffindor,90,63,78,86
1355,Wizard2268,Ravenclaw,86,99,91,95
1356,Wizard2860,Gryffindor,74,73,55,54
1357,Wizard899,Hufflepuff,57,72,73,62
1358,Wizard3216,Hufflepuff,79,55,77,55
1359,Albus Bones,Hufflepuff,80,67,58,50
1360,Horace Lovegood,Slytherin,90,71,83,77
1361,Wizard2018,Ravenclaw,90,97,99,86
1362,Wizard3600,Hufflepuff,52,77,78,57
1363,Wizard1968,Slytherin,79,91,82,83
1364,Wizard3644,Ravenclaw,98,94,91,90
1365,Wizard23,Gryffindor,85,68,83,52
1366,Wizard2280,Slytherin,91,71,72,73
1367,Wizard2057,Gryffindor,87,76,65,81
1368,Wizard895,Slytherin,81,73,81,91
1369,Wizard2914,Hufflepuff,84,77,61,63
1370,Wizard3866,Gryffindor,88,81,60,68
1371,Wizard1825,Hufflepuff,67,75,70,40
1372,Wizard2997,Ravenclaw,95,99,89,95
1373,Kingsley Crouch,Gryffindor,85,86,83,86
1374,Minerva Lupin,Ravenclaw,94,100,94,100
1375,Wizard2256,Hufflepuff,75,80,76,45
1376,Wizard1091,Ravenclaw,97,95,89,97
1377,Wizard1619,Slytherin,77,81,94,71
1378,Horace Crabbe,Gryffindor,90,72,57,89
1379,Wizard532,Gryffindor,73,80,86,58
1380,Wizard1495,Hufflepuff,77,67,64,41
1381,Wizard3691,Gryffindor,80,81,65,90
1382,Wizard3654,Gryffindor,90,70,51,80
1383,Wizard3176,Ravenclaw,87,96,86,93
1384,Wizard2180,Slytherin,84,85,71,74
1385,Wizard3552,Gryffindor,87,62,51,79
1386,Wizard395,Slytherin,86,78,95,84
1387,Wizard1570,Gryffindor,52,78,80,60
1388,Wizard1989,Ravenclaw,96,98,98,92
1389,Wizard4066,Gryffindor,55,85,65,88
1390,Wizard505,Hufflepuff,43,85,80,73
1391,Wizard2887,Slytherin,88,89,78,88
1392,Wizard946,Ravenclaw,98,100,90,88
1393,Wizard3142,Gryffindor,77,70,61,61
1394,Wilhelmina Pucey,Gryffindor,59,51,62,55
1395,Wizard77,Hufflepuff,55,73,84,69
1396,Wizard1942,Hufflepuff,64,58,48,78
1397,Wizard1682,Ravenclaw,95,100,91,90
1398,Wizard871,Gryffindor,67,89,59,53
1399,Rubeus Goyle,Ravenclaw,88,92,93,89
1400,Wizard900,Slytherin,75,85,94,92
1401,Wizard3364,Slytherin,72,76,94,86
1402,Wizard1971,Slytherin,70,92,87,72
1403,Wizard2148,Slytherin,82,95,70,93
1404,Wizard264,Gryffindor,69,90,78,88
1405,Theseus Riddle,Ravenclaw,86,94,96,87
1406,Wizard2807,Hufflepuff,82,63,75,72
1407,Wizard3031,Hufflepuff,75,60,47,43
1408,Wizard2556,Ravenclaw,89,95,100,89
1409,Wulfric McGonagall,Gryffindor,79,60,65,60
1410,Wizard3437,Hufflepuff,77,45,58,66
1411,Wizard538,Ravenclaw,96,91,87,98
1412,Wizard1395,Ravenclaw,86,85,96,99
1413,Wizard3698,Slytherin,90,90,78,75
1414,Wizard45,Hufflepuff,47,72,49,67
1415,Wizard1670,Gryffindor,68,65,54,56
1416,Severus Pucey,Hufflepuff,66,55,41,71
1417,Wizard1135,Gryffindor,70,77,51,61
1418,Molly Flitwick,Hufflepuff,66,49,61,66
1419,Wizard2105,Gryffindor,72,87,52,72
1420,Wizard3251,Gryffindor,70,58,55,55
1421,Wizard2166,Gryffindor,73,88,80,63
1422,Gellert Greengrass,Slytherin,95,73,91,76
1423,Wizard3481,Ravenclaw,95,94,89,86
1424,Wizard2816,Gryffindor,71,61,76,76
1425,Bathilda Malfoy,Gryffindor,69,74,73,60
1426,Wizard2287,Hufflepuff,51,49,46,44
1427,Wizard3311,Ravenclaw,91,89,89,96
1428,Wilhelmina Carrow,Hufflepuff,84,69,42,61
1429,Wizard2999,Gryffindor,82,82,65,79
1430,Wizard3937,Hufflepuff,64,40,72,80
1431,Wizard2800,Hufflepuff,49,82,73,82
1432,Wizard2359,Hufflepuff,69,58,72,73
1433,Wizard3849,Slytherin,72,90,89,85
1434,Wizard2552,Gryffindor,60,73,89,74
1435,Wizard3058,Hufflepuff,85,65,43,75
1436,Wizard1529,Ravenclaw,86,85,99,90
1437,Wizard1425,Slytherin,83,94,83,80
1438,Wizard4034,Ravenclaw,89,96,89,89
1439,Wizard239,Slytherin,85,70,91,93
1440,Wizard3077,Ravenclaw,95,98,95,95
1441,Wizard2913,Slytherin,94,81,70,70
1442,Wizard2156,Gryffindor,75,83,69,81
1443,Wizard2733,Ravenclaw,96,96,100,86
1444,Wizard2226,Gryffindor,65,63,68,85
1445,Wizard2112,Gryffindor,87,64,67,59
1446,Wizard248,Ravenclaw,85,93,94,85
1447,Wizard3865,Slytherin,77,71,89,81
1448,Wulfric Crouch,Slytherin,82,85,92,92
1449,Wizard3549,Gryffindor,78,71,77,87
1450,Wizard707,Gryffindor,86,72,54,64
1451,Wizard703,Ravenclaw,100,85,94,99
1452,Wizard3162,Slytherin,77,93,89,95
1453,Hepzibah Malfoy,Hufflepuff,71,82,74,65
1454,Wizard3376,Gryffindor,78,57,70,50
1455,Severus Crouch,Slytherin,91,70,75,93
1456,Wizard3397,Ravenclaw,89,86,90,99
1457,Dilys Pucey,Slytherin,85,93,70,78
1458,Wizard3298,Gryffindor,61,72,58,79
1459,Wizard117,Ravenclaw,98,86,100,85
1460,Filius Yaxley,Gryffindor,81,86,87,50
1461,Wizard168,Ravenclaw,89,94,89,85
1462,Wizard287,Slytherin,72,87,87,78
1463,Wizard2666,Slytherin,82,82,79,75
1464,Wizard2305,Slytherin,72,89,83,75
1465,Sirius Zabini,Slytherin,84,89,89,89
1466,Wizard211,Hufflepuff,72,52,73,72
1467,Wizard2398,Ravenclaw,94,92,100,86
1468,Wizard1583,Slytherin,86,71,87,85
1469,Wizard3282,Ravenclaw,88,99,93,90
1470,Kingsley Tonks,Hufflepuff,44,49,81,66
1471,Wizard1520,Gryffindor,58,55,84,83
1472,Percy Tonks,Gryffindor,71,67,74,72
1473,Nymphadora Flitwick,Slytherin,88,81,72,72
1474,Wizard1958,Gryffindor,50,86,82,54
1475,Wizard3632,Ravenclaw,92,99,87,92
1476,Wizard4087,Hufflepuff,81,42,71,76
1477,Wizard3427,Ravenclaw,91,98,99,95
1478,Arthur Parkinson,Slytherin,72,76,88,70
1479,Wizard2276,Slytherin,91,79,93,81
1480,Wizard1860,Gryffindor,53,55,70,86
1481,Gellert Snape,Gryffindor,58,51,61,90
1482,Wizard4048,Ravenclaw,97,90,91,100
1483,Filius Carrow,Gryffindor,71,50,76,78
1484,Wizard1430,Gryffindor,67,79,70,84
1485,Wizard1294,Slytherin,73,81,94,73
1486,Wizard1885,Gryffindor,88,50,67,71
1487,Wizard3775,Gryffindor,58,88,59,69
1488,Wizard591,Slytherin,80,83,95,84
1489,Wizard963,Ravenclaw,93,99,91,98
1490,Wizard820,Hufflepuff,79,62,71,41
1491,Kingsley Lupin,Ravenclaw,85,95,98,91
1492,Wizard3511,Ravenclaw,99,89,85,99
1493,Wizard2446,Gryffindor,65,71,50,88
1494,Wizard1536,Ravenclaw,86,85,89,86
1495,Wizard4062,Slytherin,79,85,95,80
1496,Wizard2128,Gryffindor,88,89,75,72
1497,Wulfric Hooch,Slytherin,94,72,92,72
1498,Sirius Lupin,Hufflepuff,80,49,82,64
1499,Wizard2014,Ravenclaw,87,92,88,97
1500,Wizard2144,Gryffindor,75,54,88,65
1501,Wizard3677,Hufflepuff,64,72,57,70
1502,Wizard1957,Hufflepuff,65,63,85,82
1503,Wizard3762,Gryffindor,82,63,73,69
1504,Wizard1200,Ravenclaw,87,91,97,99
1505,Wizard4058,Ravenclaw,91,90,100,99
1506,Wizard3514,Slytherin,85,95,94,70
1507,Remus Weasley,Slytherin,88,74,87,91
1508,Wizard3893,Slytherin,92,70,75,82
1509,Wizard3950,Ravenclaw,100,98,85,93
1510,Wizard2522,Gryffindor,53,63,62,81
1511,Helga Black,Ravenclaw,99,95,92,97
1512,Wizard160,Hufflepuff,45,80,79,47
1513,Helga Lupin,Gryffindor,62,75,64,78
1514,Wizard3319,Gryffindor,74,56,89,56
1515,Newt Malfoy,Hufflepuff,65,74,57,44
1516,Wizard1192,Hufflepuff,67,67,70,73
1517,Wizard1914,Hufflepuff,79,80,54,48
1518,Wizard1671,Ravenclaw,95,85,94,89
1519,Wizard1578,Hufflepuff,45,69,69,82
1520,Wizard416,Gryffindor,68,63,64,58
1521,Wizard851,Slytherin,91,93,73,76
1522,Wizard1258,Slytherin,86,79,75,81
1523,Wizard249,Hufflepuff,50,77,82,74
1524,Wizard72,Ravenclaw,97,95,93,92
1525,Wizard857,Slytherin,75,73,73,90
1526,Wizard2094,Hufflepuff,57,75,47,62
1527,Remus Carrow,Hufflepuff,74,42,72,51
1528,Wizard3930,Slytherin,80,73,71,75
1529,Wizard3021,Hufflepuff,51,80,57,50
1530,Filius Selwyn,Hufflepuff,66,80,65,73
1531,Wizard706,Ravenclaw,90,85,99,96
1532,Wizard363,Gryffindor,90,69,65,62
1533,Wizard465,Slytherin,87,84,73,95
1534,Wizard2802,Slytherin,93,79,77,80
1535,Wizard467,Slytherin,92,91,74,73
1536,Wizard722,Hufflepuff,79,85,43,64
1537,Remus Diggory,Gryffindor,72,81,78,70
1538,Wizard2445,Gryffindor,74,70,88,64
1539,Wizard2078,Slytherin,74,90,79,81
1540,Wizard3733,Gryffindor,90,65,78,58
1541,Wizard2063,Slytherin,78,93,93,74
1542,Wizard2976,Gryffindor,83,69,71,90
1543,Bathilda Grindelwald,Ravenclaw,88,89,100,96
1544,Wizard3156,Ravenclaw,97,100,95,92
1545,Wizard311,Ravenclaw,92,98,99,86
1546,Wizard1155,Slytherin,91,95,73,84
1547,Wizard1666,Ravenclaw,92,98,86,100
1548,Wizard1654,Gryffindor,83,88,78,75
1549,Wizard902,Hufflepuff,59,58,61,63
1550,Wizard2037,Hufflepuff,48,61,60,83
1551,Wizard304,Slytherin,70,89,79,78
1552,Wizard2290,Slytherin,84,77,85,80
1553,Dilys Hagrid,Hufflepuff,60,56,56,65
1554,Wizard1548,Gryffindor,64,84,59,90
1555,Wizard2977,Hufflepuff,48,78,44,47
1556,Wizard3931,Ravenclaw,97,87,90,100
1557,Wizard1733,Hufflepuff,84,42,67,56
1558,Wizard1676,Gryffindor,70,50,71,70
1559,Wizard1972,Ravenclaw,99,94,87,96
1560,Wizard1662,Ravenclaw,87,97,99,88
1561,Helga Bones,Gryffindor,65,81,78,61
1562,Wizard3746,Slytherin,87,75,90,89
1563,Wizard3227,Hufflepuff,78,85,65,66
1564,Wizard2480,Hufflepuff,75,68,83,44
1565,Wizard679,Gryffindor,89,57,50,84
1566,Wizard2783,Ravenclaw,95,98,93,89
1567,Sirius Crouch,Hufflepuff,85,82,82,44
1568,Wizard2789,Ravenclaw,88,86,96,94
1569,Wizard3293,Slytherin,84,80,87,88
1570,Wizard3138,Hufflepuff,67,52,61,81
1571,Bridget Tonks,Slytherin,77,70,85,87
1572,Wizard3455,Hufflepuff,71,57,65,40
1573,Wizard641,Hufflepuff,59,81,40,74
1574,Wizard491,Gryffindor,88,82,80,82
1575,Wizard339,Hufflepuff,74,51,60,69
1576,Gellert Black,Hufflepuff,70,64,47,82
1577,Kingsley Hooch,Ravenclaw,99,91,94,91
1578,Wizard2973,Ravenclaw,94,100,88,94
1579,Wizard3401,Ravenclaw,98,91,93,88
1580,Wizard2519,Ravenclaw,95,94,92,98
1581,Wilhelmina Selwyn,Gryffindor,72,84,52,50
1582,Wizard1153,Gryffindor,90,70,69,82
1583,Wizard3901,Hufflepuff,48,77,42,46
1584,Wizard1869,Gryffindor,82,51,70,81
1585,Wizard1469,Slytherin,73,91,84,80
1586,Wizard2391,Hufflepuff,61,85,60,76
1587,Wizard132,Gryffindor,59,60,80,89
1588,Wizard2285,Slytherin,80,83,93,81
1589,Wizard4044,Hufflepuff,41,50,61,70
1590,Horace Malfoy,Ravenclaw,92,86,98,99
1591,Wizard3921,Ravenclaw,96,86,85,95
1592,Severus Greengrass,Slytherin,80,70,92,78
1593,Wizard1438,Hufflepuff,73,40,47,76
1594,Wizard2638,Ravenclaw,96,87,88,89
1595,Remus Crouch,Slytherin,77,78,94,74
1596,Wizard1592,Gryffindor,80,73,74,65
1597,Wizard1052,Hufflepuff,85,43,61,77
1598,Wizard3630,Hufflepuff,82,44,54,68
1599,Wizard1209,Ravenclaw,92,94,86,88
1600,Bellatrix Flitwick,Slytherin,89,82,86,79
1601,Percy Bones,Ravenclaw,92,86,90,94
1602,Wizard1305,Gryffindor,60,78,53,58
1603,Wizard1675,Gryffindor,77,74,82,79
1604,Wizard2908,Gryffindor,81,80,67,67
1605,Wizard3932,Hufflepuff,72,57,62,63
1606,Wizard1986,Gryffindor,80,51,77,68
1607,Wizard615,Slytherin,82,76,77,77
1608,Wizard1984,Gryffindor,58,60,89,51
1609,Wizard3979,Gryffindor,59,78,52,60
1610,Wizard587,Slytherin,85,89,93,91
1611,Wizard2340,Slytherin,90,76,90,93
1612,Wizard3605,Hufflepuff,84,75,46,85
1613,Wizard3328,Slytherin,93,79,72,86
1614,Wizard1247,Ravenclaw,93,93,94,99
1615,Wizard143,Ravenclaw,90,86,96,98
1616,Wulfric Lupin,Gryffindor,80,66,90,65
1617,Wizard2881,Gryffindor,66,71,52,71
1618,Wizard2858,Ravenclaw,85,92,96,88
1619,Wizard3146,Ravenclaw,98,94,93,96
1620,Wizard1979,Hufflepuff,69,70,71,79
1621,Wizard2002,Ravenclaw,89,99,99,85
1622,Wizard3063,Slytherin,92,89,89,77
1623,Wizard2642,Gryffindor,50,80,65,63
1624,Wizard2672,Hufflepuff,74,77,44,40
1625,Wizard1735,Slytherin,84,80,79,84
1626,Wizard562,Slytherin,90,75,93,76
1627,Wizard356,Hufflepuff,52,74,76,58
1628,Wizard2814,Hufflepuff,61,62,70,57
1629,Wizard2966,Gryffindor,71,67,57,55
1630,Wizard1285,Ravenclaw,90,97,99,95
1631,Wizard2435,Ravenclaw,91,85,97,85
1632,Wizard896,Slytherin,81,74,87,94
1633,Wizard663,Hufflepuff,75,47,40,59
1634,Wizard1301,Slytherin,86,80,88,93
1635,Wizard3046,Slytherin,79,79,85,91
1636,Wizard3036,Slytherin,88,86,74,76
1637,Wizard2137,Hufflepuff,48,74,70,82
1638,Wizard552,Hufflepuff,40,76,55,65
1639,Wizard2683,Gryffindor,79,77,88,70
1640,Wizard832,Hufflepuff,54,73,44,67
1641,Wizard1246,Hufflepuff,71,73,54,45
1642,Wizard3386,Gryffindor,65,66,86,85
1643,Wizard3012,Ravenclaw,89,92,97,85
1644,Wizard2329,Hufflepuff,70,48,75,50
1645,Wizard1403,Gryffindor,57,53,51,87
1646,Wizard69,Gryffindor,62,51,58,74
1647,Wizard3748,Ravenclaw,99,85,94,89
1648,Wizard3159,Hufflepuff,58,63,66,85
1649,Wizard1995,Gryffindor,59,74,59,66
1650,Wizard1211,Slytherin,89,76,77,95
1651,Wizard2045,Gryffindor,68,85,88,78
1652,Wizard3548,Hufflepuff,76,55,41,53
1653,Gellert Parkinson,Hufflepuff,82,65,85,85
1654,Wizard1249,Gryffindor,69,73,55,57
1655,Minerva Carrow,Gryffindor,69,78,89,62
1656,Wizard1786,Hufflepuff,67,81,56,55
1657,Wizard2222,Ravenclaw,86,98,90,89
1658,Wizard2557,Slytherin,77,85,92,89
1659,Wizard2951,Hufflepuff,64,49,84,78
1660,Wizard3460,Slytherin,81,76,95,91
1661,Wizard3755,Ravenclaw,95,85,92,99
1662,Wizard3291,Hufflepuff,53,82,68,54
1663,Arthur Bones,Ravenclaw,96,93,99,95
1664,Wizard1122,Gryffindor,53,79,70,68
1665,Wizard1577,Hufflepuff,47,82,47,57
1666,Wizard3436,Slytherin,77,95,77,82
1667,Wizard2253,Slytherin,93,88,82,95
1668,Wizard1,Ravenclaw,93,95,88,96
1669,Percy Lovegood,Ravenclaw,91,85,92,85
1670,Wizard751,Slytherin,86,72,72,74
1671,Wulfric Grindelwald,Slytherin,73,86,76,94
1672,Wizard2406,Ravenclaw,89,96,92,92
1673,Wizard1734,Hufflepuff,61,51,64,42
1674,Wizard2511,Gryffindor,60,79,86,52
1675,Tom Snape,Gryffindor,65,79,82,79
1676,Minerva Diggory,Gryffindor,79,53,82,72
1677,Wizard135,Gryffindor,74,62,85,83
1678,Wizard1059,Gryffindor,89,56,62,77
1679,Wizard79,Slytherin,75,88,76,95
1680,Wizard3822,Slytherin,93,75,71,77
1681,Wizard3463,Hufflepuff,41,56,51,83
1682,Horace Lestrange,Slytherin,92,89,83,90
1683,Wizard1250,Slytherin,91,89,84,86
1684,Wizard638,Gryffindor,68,86,79,56
1685,Wizard719,Gryffindor,80,63,67,87
1686,Wizard2831,Hufflepuff,80,84,51,50
1687,Wizard2730,Ravenclaw,88,86,97,94
1688,Wizard3197,Slytherin,74,83,85,79
1689,Wizard302,Slytherin,75,73,90,74
1690,Leta Yaxley,Gryffindor,62,52,63,78
1691,Wizard1880,Slytherin,77,89,80,95
1692,Wizard773,Ravenclaw,90,93,98,96
1693,Hepzibah Parkinson,Gryffindor,51,82,60,52
1694,Wizard1963,Hufflepuff,67,72,75,67
1695,Wizard429,Slytherin,81,76,92,94
1696,Wizard1855,Gryffindor,77,85,59,70
1697,Wizard818,Ravenclaw,85,96,87,96
1698,Wizard2568,Hufflepuff,80,77,84,64
1699,Wizard651,Slytherin,70,94,87,90
1700,Wizard3193,Ravenclaw,100,94,87,99
1701,Wizard1185,Ravenclaw,97,99,96,87
1702,Wizard2197,Gryffindor,70,78,79,56
1703,Wizard2311,Slytherin,92,90,81,82
1704,Wizard2184,Gryffindor,83,76,50,67
1705,Wizard158,Hufflepuff,49,67,40,58
1706,Wizard1362,Hufflepuff,46,77,62,52
1707,Wizard886,Hufflepuff,76,43,67,47
1708,Wizard3062,Hufflepuff,54,54,42,48
1709,Wizard1022,Ravenclaw,100,96,85,86
1710,Wizard3417,Gryffindor,89,60,53,76
1711,Wizard3646,Slytherin,94,80,85,72
1712,Wizard3973,Slytherin,85,75,85,86
1713,Wizard3995,Slytherin,87,89,83,90
1714,Wizard1927,Hufflepuff,65,80,68,55
1715,Wizard2174,Hufflepuff,49,75,52,51
1716,Wizard978,Hufflepuff,56,80,83,64
1717,Helga Tonks,Gryffindor,53,56,78,76
1718,Wizard947,Ravenclaw,87,100,86,87
1719,Wizard2922,Gryffindor,59,62,79,87
1720,Bellatrix Lupin,Hufflepuff,66,61,45,74
1721,Wizard3889,Gryffindor,63,57,80,86
1722,Wizard1527,Ravenclaw,87,96,98,85
1723,Wizard1587,Hufflepuff,49,69,85,69
1724,Wizard2188,Ravenclaw,86,94,98,85
1725,Wizard3882,Slytherin,86,87,93,80
1726,Wizard1257,Ravenclaw,90,97,95,88
1727,Wizard236,Gryffindor,51,88,57,58
1728,Wizard565,Slytherin,89,70,93,87
1729,Wizard367,Hufflepuff,66,62,57,64
1730,Wizard792,Hufflepuff,63,58,46,41
1731,Wizard2601,Gryffindor,78,60,85,59
1732,Wizard2852,Gryffindor,67,66,73,72
1733,Wizard1233,Hufflepuff,59,62,45,44
1734,Wizard3744,Ravenclaw,88,97,87,94
1735,Wizard2453,Slytherin,81,75,75,88
1736,Wizard345,Ravenclaw,92,96,86,86
1737,Wizard1681,Hufflepuff,46,40,41,69
1738,Wizard3553,Gryffindor,67,87,87,80
1739,Wizard327,Ravenclaw,91,99,91,88
1740,Albus Crabbe,Ravenclaw,87,92,90,91
1741,Arthur Flitwick,Slytherin,72,91,80,76
1742,Gellert Crouch,Ravenclaw,94,96,96,98
1743,Wizard784,Hufflepuff,79,78,60,56
1744,Sirius Bones,Ravenclaw,87,98,87,92
1745,Filius Slughorn,Slytherin,92,92,89,94
1746,Wizard3874,Gryffindor,52,74,69,57
1747,Wizard4061,Hufflepuff,80,85,66,60
